"지역","연령(만)","성별","신장","체중","BMI","체지방률","허리둘레","윗몸일으키기","악력(D)","악력(ND)","제자리멀리뛰기","20m 왕복오래달리기","좌전굴","10m 왕복달리기","연령집단"
1,35,1,169.2,70,24.4510392390278,28.6,83.7,31,40.7,35.3,215,29,16.6,10.42,4
1,35,1,170.2,66.5,22.9563339459625,15,75,29,39.1,36.4,184,51,8.2,13.14,4
1,35,1,175.8,87.98,28.4672959369228,30.9,91.5,24,35.4,33.9,201,24,6.3,12.58,4
1,35,1,176.3,66.5,21.3952330133915,12.7,78,36,40.8,32.5,217,44,6.7,10.95,4
1,35,1,176.7,80.4,25.7503389340321,25.5,93.4,44,40.5,38.8,200,26,10,11.5,4
1,35,1,180.2,85.6,26.4,19.8,91,12,48.5,54.3,211,36,13.3,12.94,4
1,35,1,181.3,80.3,24.4298014371295,16.2,85.6,29,45.1,45.6,211,42,-7.1,11.56,4
1,35,1,184.7,104.2,30.5445638444408,27.3,96,55,69.7,63.2,235,40,17.3,10.32,4
1,35,2,157.6,58.7,23.6333711252545,28.1,74,22,24.4,22.6,155,40,21.8,12.18,4
1,35,2,160,58.8,22.96875,28.6,73.2,25,22,18.6,123,25,18.7,13.97,4
1,35,2,160,58.86,22.9921875,32.7,77.9,25,17.8,18.9,162,14,9.5,13.19,4
1,35,2,163.8,52.8,19.6791405582614,25.1,67.7,22,27.1,23.1,164,18,9.6,13.56,4
1,35,2,167.3,55,19.6503734106867,32.8,69.9,35,28.6,25.4,155.4,18,8.1,14,4
1,35,2,170,47.7,16.5051903114187,20.7,63.4,22,25.8,22.5,167,12,19.3,13.45,4
1,36,1,158.2,59.4,23.7,31.4,80.1,31,32.5,33.7,178,13,-14.8,11.76,4
1,36,1,163.8,64.2,23.9280459060679,23.5,82.1,51,44.6,27.6,214,45,17.6,10.41,4
1,36,1,163.9,56.8,21.1441596145807,15.6,72.7,44,45.4,43.8,185.1,42,9.3,13,4
1,36,1,164.7,58.9,21.7134131752862,13.7,72.9,47,43.2,41.8,230,81,23,9.2,4
1,36,1,166.3,71.2,25.7451540713683,18,75.5,45,46.1,45.7,223,47,18.5,10.62,4
1,36,1,172,61,20.6,14,68,26,44,40.2,221,68,19.1,10.87,4
1,36,1,175,52.2,17.0448979591837,13.1,69.7,20,31.8,30.5,200,17,7.5,10.98,4
1,36,1,175.3,70.2,22.8440593568063,22.8,81.1,39,31.7,30.2,203,50,-6.5,10.81,4
1,36,1,178,93,29.3523545006944,30.5,98.3,39,48.7,42.9,186,18,-8.9,11.29,4
1,36,2,157.5,49.5,20,23.8,68.4,36,22.1,23.5,172,35,8.2,12.1,4
1,36,2,159,49,19.3821446936434,19.2,69,20,18.6,16.6,150.2,9,4.2,14.5,4
1,36,2,161.5,49.8,19.1,22.7,71,26,29.2,27.4,144,26,18.3,14.2,4
1,36,2,163.4,68.24,25.5584736227863,35.3,86.5,28,28,21.7,172,21,16.4,13.61,4
1,36,2,163.9,63.06,23.4744842481595,23.9,80.5,35,28.6,27.9,188,23,22,12.16,4
1,36,2,164.6,84.2,31.0779547310096,41.9,90.8,2,20.4,15,155,11,5.4,16.24,4
1,36,2,167.9,74.1,26.285534690698,38,95.8,5,15.1,21.1,103,15,-5.6,15.91,4
1,36,2,169.7,56.8,19.7235302757926,19.3,73.7,44,29.6,26.8,170,33,21.5,11.5,4
1,36,2,172.2,59.68,20.1262341145064,18.2,71.4,27,24.8,23.8,148,22,26.1,14.68,4
1,37,1,165.4,72,26.318521366984,28.5,90,46,42,36,159,20,20.7,11.41,4
1,37,1,166.8,59,21.2060567373439,15.5,78.5,57,46.9,45.5,223,52,10.9,8.95,4
1,37,1,167.4,75.1,26.7996442891421,33.2,89.5,34,45.4,38.3,190,32,9.8,11.8,4
1,37,1,169.4,74.2,25.8569379531063,26.4,81.6,35,47.9,46.5,192.8,19,5.2,13.1,4
1,37,1,173.2,73.5,24.5014374176618,20.1,82.1,61,37.5,36.9,231,90,20.3,9,4
1,37,1,174.3,64.32,21.1714820926193,15,75.5,37,39.6,35.7,182,36,10.8,11.58,4
1,37,1,174.9,77.24,25.2500734716988,17,88.4,58,37.6,37.1,260,35,16.9,9.5,4
1,37,1,176.8,98.8,31.6,30.6,110.8,42,49.4,52.8,218,34,-8.5,9.87,4
1,37,2,160,70.7,27.6,39.8,97.1080091883614,30,29.8,32,182,22,12.1,12.82,4
1,37,2,162.1,49.6,18.9,10.1,65.6,28,25.3,24,138,20,3.4,11.76,4
1,37,2,165,58.9,21.6345270890725,28.7,77.8,34,29.7,34.1,155,11,24,13.9,4
1,37,2,165.5,61.5,22.4532452241217,32.5,77,26,32.9,30,138.4,21,21.3,13.4,4
1,37,2,168.8,60.7,21.3031490757171,28.5,76.5,48,34.9,32.6,182,37,15.2,12.89,4
1,38,1,166,74.8,27.1,27.8,82.7,55,37.7,42,240,82,27.1,10.03,4
1,38,1,169.5,70,24.3645634827403,28.3,86.7,17,35,26,181.2,42,-11.2,14.8,4
1,38,1,169.7,77.5,26.9115069784142,26.8,91.5,50,39.7,40.2,212,50,2.4,9.87,4
1,38,1,170.7,77.9,26.7343983850913,24.8,95.6,28,43,39.3,204,23,13.3,12.2,4
1,38,1,176.6,66.5,21.3226042691381,16.5,80.6,30,48.9,47.2,210.2,32,2.8,11,4
1,38,1,178.6,65,20.3774786851573,17.8,75.8,31,38.6,39.1,191,52,-5.6,11.87,4
1,38,1,180.9,91,27.8076480810737,28.5,100,38,46.9,44.2,200,52,12.2,11.26,4
1,38,1,181.1,84.6,25.7948770642381,16.9,87.8,45,51.2,45.1,251.4,38,8.4,10.8,4
1,38,2,157,56.1,22.7595439977281,28.3,76,29,28.9,24.9,170,41,13.6,11.85,4
1,38,2,158.9,52.7,20.8719401517909,24.8,74.3,38,20.7,22.4,170,30,21.4,12.25,4
1,38,2,159.5,49.1,19.3,16.7,64.2,26,30.6,26.9,141,36,17.4,13,4
1,38,2,162.7,67.3,25.4237704320417,33.5,78.6,44,36.2,35.9,153.2,22,20.9,13,4
1,38,2,163,62.6,23.5612932364786,35.1,88,5,24.3,25.4,125,12,18.4,14.22,4
1,38,2,164.3,44.4,16.447801014207,18.4,68,13,24,25.6,151,11,16.8,15.5,4
1,39,1,167.7,72.8,25.886018314358,25,82.1,47,45.8,48.9,185,36,5.2,12.69,4
1,39,1,170,70.6,24.4,24.8,83.8,29,34.8,28.5,219,40,15.5,10.87,4
1,39,1,170.3,74.2,25.5843630579727,26.2,94.5,49,44.8,41.5,229,28,-0.8,11.2,4
1,39,1,171,71.38,24.41092985876,21.4,78.5,33,38.5,33,200,44,15.1,14.08,4
1,39,1,171.5,53.1,18.0537021139151,13.4,70,33,36.3,32.9,173,32,14.1,12.72,4
1,39,1,172.7,63.8,21.3912421304202,21.7,69,57,48.9,46.8,222,102,22.9,10.05,4
1,39,1,173,59.7,19.9472083931972,13.6,76,37,41,40.8,239,35,16.1,9.37,4
1,39,1,174.7,65.2,21.4,6.3,72.9,44,39.8,42,250,64,17.8,10.22,4
1,39,1,178.6,68.1,21.3,15.2,79,35,43.9,39,212,60,24.6,10.7,4
1,39,2,149.2,40,17.9689353046453,30.5,57,6,17.4,16.4,86,17,14.5,14.92,4
1,39,2,152.7,65.9,28.2622894856135,41.1,81,12,23,23.1,128,11,17.9,16.17,4
1,39,2,156.4,53.5,21.8715863972632,26.6,73,28,24,24,151,35,12.6,13.57,4
1,39,2,157.4,45.4,18.3,22.8,64.9,31,22,27,118,16,24.1,13.72,4
1,39,2,158.6,54.6,21.70632377566,24.9,69.3,23,25.5,23.7,124.3,18,12.5,14.8,4
1,39,2,158.6,55.9,22.2231410084138,31.3,74.8,17,22.5,19,146,20,21.5,13.73,4
1,39,2,159,55.9,22.1,35.8,68.5,31,25.4,18.8,151,21,16.7,13.75,4
1,39,2,159.1,60.58,23.9325464063452,36.5,79.8,30,18.2,16.5,135,13,10.9,14.53,4
1,39,2,159.8,55.1,21.5773471532783,36,75.9,18,21.6,16.6,130,18,10.1,15.05,4
1,39,2,160,42.1,16.4,13.9,61.5,30,26.4,27.4,134,31,6.5,12.31,4
1,39,2,160.4,53.9,20.9498075260726,32.2,78.5,26,27.3,29.8,125,21,6.5,14.16,4
1,39,2,161.2,51,19.6263753856006,32.8,72.1,20,19.7,15.3,131,7,-12.8,15.87,4
1,39,2,163.8,61.5,22.9217262184295,33.3,71.3,30,25.4,21.5,139,11,8.6,13.85,4
1,39,2,164.1,63.6,23.6178278951057,37.7,86.1,17,23.2,22.7,141,15,21.2,13.2,4
1,39,2,165,58,21.3039485766759,34.6,73,33,20.9,19,126,24,-2.4,14.2,4
1,39,2,167.5,54.6,19.5,30.4,73,31,28.8,26.8,120,23,13.5,14.4,4
1,39,2,171.8,100.6,34.084086729432,38.7,103,12,34.5,29.5,116,16,8.8,13.6,4
1,40,1,164,68.6,25.5056513979774,25.5,93.7,44,37.2,36.7,184,22,0.9,11.33,5
1,40,1,164.2,61.4,22.7730954051757,23.6,87.9035031847134,38,34.4,30,176,28,0.3,11.69,5
1,40,1,166.6,69.2,24.9,27.4,89.5,37,37.7,42.6,217,36,21.8,10.92,5
1,40,1,169.3,72.68,25.4,21.7,81.2,42,46.9,41.8,218,55,6.7,10.94,5
1,40,1,172.8,67.52,22.6,16.1,78.5,57,46.8,44.1,210,51,9.8,10.04,5
1,40,1,173.4,75.6,25.1433771147376,24.9,89.5,36,46.8,44.3,211,45,16.3,10.79,5
1,40,1,174.7,67.1,22,16.7,80,63,48.7,45.3,220,61,12.7,10.09,5
1,40,1,177.4,84.1,26.7232186321525,22.3,86,50,44.8,42,208,40,14.2,10.93,5
1,40,1,177.6,64.7,20.5,11.8,70.2,38,36,35.8,224,69,7.6,9.88,5
1,40,1,182.4,79.6,23.9256309633733,22.6,86.3,34,42.4,37.5,218,37,9.5,11.18,5
1,40,2,154.8,46.5,19.4048835206218,27.2,67.1,17,26.6,27.5,145,20,-6,15.03,5
1,40,2,157.7,51,20.5072199487802,25.2,65,40,25.2,23.9,151,27,17,12.63,5
1,40,2,158.6,62.02,24.6561575195317,37.7,81.5,14,29.6,25,115,9,17.5,16.45,5
1,40,2,160,55.6,21.71875,28.6,72.3,22,20.6,19.5,155,48,16.9,12.47,5
1,40,2,161.5,51.4,19.7068887845182,29.4,75.5,30,19.3,17.5,162,21,-2,14.6,5
1,40,2,161.6,59.96,22.9603715322027,34.2,79.5,14,20.1,20.3,136,29,6.1,12.91,5
1,40,2,162.8,47.8,18.0351224577269,22.9,69.4,20,25.8,22.2,151.2,21,15.8,14.1,5
1,40,2,163.7,54,20.1509906264309,30.4,73.9,33,26.2,23.8,154.1,17,20.9,15.71,5
1,40,2,164.3,61.9,22.9306054680048,35.7,81.6,19,19.6,19.2,126,13,-3.4,15.35,5
1,40,2,166.3,61.8,22.3462151911596,29,76.5,15,25.7,22.9,130,15,13.8,13.82,5
1,41,1,170.6,87,29.8924284883777,24.1,102.5,41,51.6,48,176,21,7.8,14.57,5
1,41,1,170.7,73.9,25.3616436541496,23,91.4,39,56.4,50.9,225.4,36,14.7,10.7,5
1,41,1,173.4,86.36,28.7219847569939,25.6,92.8,35,44.4,43.3,219,15,21.8,10.4,5
1,41,1,174.2,82.7,27.2526794623544,22.4,85.7,44,39.5,40,195,34,4.1,11.3,5
1,41,1,174.3,71.5,23.5,24.6,85,52,40.8,37.5,222,48,17.3,10.74,5
1,41,1,179.7,104.6,32.391833418029,33.9,113.1,44,55.8,51.1,178.4,40,1.2,12,5
1,41,2,149,48.4,21.8,35.1,69,33,17.4,21.8,147,19,-11,14,5
1,41,2,154.7,46.78,19.5469764654905,25.4,70.7,28,20.9,18.4,153,23,15.8,12.46,5
1,41,2,154.7,74.3,31.046181089909,32.9,92,28,30,28.1,184,23,8.9,11.9,5
1,41,2,155.3,74.9,31.0555271997078,47.7,102.5,20,20.3,20.1,130,5,14.9,15.1,5
1,41,2,157.9,47.6,19.0916160932698,22.4,69.4,21,26.4,22.3,170,21,17.6,15.01,5
1,41,2,164.1,80.5,29.8936343640881,40.9,101.3,25,37.2,30.7,135,10,0.3,14.66,5
1,41,2,167.5,52.8,18.8193361550457,18.4,72.5,40,34.1,30.9,203,40,19.8,11.5,5
1,41,2,171.7,61,20.6913699009765,29.3,80.5,36,28.2,25.6,135,14,14.6,15.03,5
1,42,1,165.7,72.4,26.3689932689867,33,94.5,37,25.1,17.3,155,22,-10.5,11.9,5
1,42,1,170.2,64.82,22.4,23.3,84.1,40,40,37.5,188,32,2.2,11.63,5
1,42,1,170.2,72.88,25.1587611726579,23,80.9,48,44.4,41.9,176,32,23.1,11.47,5
1,42,1,170.2,72.88,25.2,23,80.9,48,31.1,29.4,176,32,23.1,11.47,5
1,42,1,173.5,71.7,23.8188175302511,23.5,84.2,40,40,39,192.2,38,7.8,11.9,5
1,42,1,173.7,75.2,24.9240264632177,29.1,93.4,33,39.9,35.5,180,40,2.1,13.72,5
1,42,1,173.9,69.8,23.1,13.2,77.1,1,47.7,57.4,212,67,-1,11.22,5
1,42,1,181.6,74.4,22.5601117817152,15,81.8,49,41.9,36.4,222,40,5.4,11.09,5
1,42,1,181.9,92.8,28.0467522435135,20.8,85.5,45,48.8,47.8,200,52,14.6,11.62,5
1,42,2,151.6,45,19.5800641878015,19.5,62,37,24.3,24.9,151,32,21,13.2,5
1,42,2,161.9,63.66,24.2869476541121,39.6,86.3,9,23.7,22.4,136,10,15.5,15.42,5
1,42,2,162.3,53.5,20.3103188947846,28.1,80.2,23,19.8,20.9,137,15,15.4,14.38,5
1,43,1,164.7,71.6,26.3952526884634,26.8,91.3,37,37.4,35.7,214,28,15.9,11.88,5
1,43,1,167.8,73.2,25.997235485232,29.1,78.6,29,41.8,33.9,200,33,12.5,11.17,5
1,43,1,170,60,20.7612456747405,16.8,74.4,53,41.1,47.2,230,48,-13,10.19,5
1,43,1,173.4,70.6,23.4804553478899,19.4,84.3,46,51.3,42,216,32,14.7,11.71,5
1,43,1,174.4,76.7,25.2175216732598,23.5,85,50,39.4,46.6,182,41,9.4,10.72,5
1,43,1,177.6,73.04,23.1566025484944,20.8,85.2,35,36,30.7,182,41,16.5,12.98,5
1,43,2,156.1,48.6,19.9448357033899,21.5,64.9,39,25.6,24.1,127,28,12.8,12.6,5
1,43,2,156.2,65.46,26.82958418653,40.6,92,3,19.2,16,104,9,6.3,15.84,5
1,43,2,161.4,51.58,19.8004142808665,27.9,65,33,25.1,25.6,133,22,21.3,13.28,5
1,43,2,162,52.9,20.1569882639841,24,67.2,39,29.3,22.7,188,20,16.4,12,5
1,43,2,162.5,55,20.8284023668639,25.6,81.7,19,27.4,23.7,150,19,11.6,13.56,5
1,43,2,162.9,55.2,20.8,21.9,67.5,30,30.6,32.8,145,25,3,14,5
1,43,2,163.4,65.5,24.5322394825982,34.8,85,49,29.8,26.9,155,20,22.6,14.38,5
1,43,2,164,51,18.9619274241523,28.2,65.7,11,23.8,23.4,120,21,16.9,16.35,5
1,44,1,165.3,66.3,24.2643030380884,20.1,81.4,42,40.2,37.5,195.4,36,16.7,11.1,5
1,44,1,167.1,61.3,21.9536923925979,18.9,80.3,46,31.5,31.6,196,41,9.1,11.16,5
1,44,1,169.4,65,22.6509564279233,12.1,75,38,53.3,46.5,243,68,17.4,10.02,5
1,44,1,169.4,65.72,22.9,9.1,70.2,62,48.3,49.7,241,98,23.4,9.52,5
1,44,1,169.9,64.06,22.2,12.2,76,60,45.4,40.6,236,80,25.8,9.56,5
1,44,1,171.3,68.7,23.4121884466473,21.5,78.9,47,36.4,35.7,221,60,20.5,10.35,5
1,44,1,171.9,96.58,32.7,33,107.6,32,47,42.7,209,48,0,11.2,5
1,44,1,172.8,99,33.154899691358,32.6,107.9,30,50.6,47,199,31,-3.2,10.34,5
1,44,1,173.4,79.7,26.5069729635527,29.1,83.2,18,31.3,26,120,19,1,14.9,5
1,44,1,173.9,81.52,27,16,85.1,48,50,50.8,232,44,19.3,11.21,5
1,44,1,173.9,82.7,27.346789364579,17.2,90.2,50,55.4,52.5,223,45,21.8,11.13,5
1,44,1,177.7,73.8,23.371226599876,19.9,86,42,38.6,36.5,219,36,11.03,11.03,5
1,44,2,149.6,41.5,18.54320970002,24.3,68.9,30,25.1,23.2,166,26,14.6,12.7,5
1,44,2,152.6,44,18.8948569916983,26.4,63.6,15,24.2,24.1,124.1,22,19.5,14.94,5
1,44,2,153.1,52.5,22.3979835841979,34,74.5,13,15.9,17.5,114,15,6.2,14.94,5
1,44,2,153.5,72,30.55735339367,38.2,85.6,23,25.1,24.2,149,22,22.2,14.67,5
1,44,2,153.9,42.1,17.7748054587652,15.4,67,30,26.9,23.5,159,27,19.7,13.16,5
1,44,2,156.6,55.18,22.5008114645671,25,80,33,26.7,25.6,157,24,16.6,13.49,5
1,44,2,156.8,60.4,24.5665868388172,33.8,68.9,28,30.8,28,180,27,22,14.47,5
1,44,2,159,54.9,21.7,27.2,74.3,34,28.5,24.6,160,26,25,13.2,5
1,44,2,163.4,63.62,23.8281080287465,32.6,81.2,20,23.3,22.6,132,14,20.5,15.61,5
1,44,2,165.3,66.4,24.3009007802273,35.7,85,40,25.9,23.3,140,17,14.7,16.59,5
1,44,2,166.4,76.5,27.6283399593195,38.4,94.5,16,28.5,26.3,159,14,16.8,13.93,5
1,44,2,166.8,57.12,20.5303383192726,29.9,70.3,21,25.4,23.3,138,19,3.2,13.62,5
1,44,2,169,48.4,16.9461853576555,27.2,64.4,22,23.5,23.2,144,13,11.2,14.25,5
1,44,2,169.8,52.6,18.2435928917968,29.7,72.3,15,19.1,14.5,121,13,-9.9,14.96,5
1,45,1,172,72.2,24.4,17.9,88.3,53,47.8,54.5,254,48,22.6,10.8,6
1,45,1,174.4,71.4,23.4749810622002,19.8,87.5,34,40.6,39.9,176.1,30,4.2,11.7,6
1,45,1,175.9,85.9,27.7626862386602,28.2,92.5,19,48.3,45.7,200,32,4,12.39,6
1,45,1,180.6,81,24.8341629783336,22.7,92,40,42.3,26.9,196,15,8.6,10.92,6
1,45,2,150.5,53.7,23.7083475899825,30.7,78.2,22,24.3,23.4,127,22,11.9,13.91,6
1,45,2,151.2,56.8,24.8453290781333,32.9,83.9,23,21.2,20.8,129,13,17.6,15.29,6
1,45,2,156.6,57.94,23.6262598089348,34.8,78,27,19.8,17.7,156,15,19.5,14.84,6
1,45,2,158.5,66.4,26.4307536148235,35.1,81,42,30.3,29.3,150,15,17,14.92,6
1,45,2,164,51,18.9619274241523,28.2,92.7,11,23.8,23.4,120,18,16.9,16.35,6
1,45,2,167.5,59.2,21.1004678102027,28.1,76.2,38,34.9,32.2,154,28,13.4,13.01,6
1,45,2,172.9,51.78,17.3209640196946,22.1,68.7,8,17.6,18.7,115,12,14.9,15.22,6
1,46,1,165.6,83.1,30.302632500175,28.6,93.7,23,53.2,43.4,172.2,31,10.9,12.3,6
1,46,1,166.3,76.3,27.5892592085028,25.1,92.9,32,29,35.1,189,24,2.4,11.1,6
1,46,1,167,62.4,22.4,24.8,86.1,33,38.3,37.8,188,24,4.9,11.22,6
1,46,1,167,64.8,23.2349671913658,21.6,80,38,41,39.1,171,24,16.2,13.47,6
1,46,1,169.2,76.2,26.6167027144845,22.9,86,30,42.1,38,207,31,13.4,11.8,6
1,46,1,169.3,80.82,28.2,18.7,89.2,44,44.1,45.1,210,64,22.1,10.24,6
1,46,1,171.2,98.4,33.5728011180016,29.2,98.1,31,45.7,41,188,24,9.8,11.91,6
1,46,1,175,67.9,22.1714285714286,15.8,77.8,20,44.2,41.5,232,50,12.9,9.97,6
1,46,1,175.4,62.5,20.3151876993326,20.5,84.2,31,31,28.5,190,23,-2.4,13.13,6
1,46,1,179.3,95.32,29.6,22.9,97.6,46,40.4,44.5,199,20,-1,11.97,6
1,46,2,155.4,46.1,19.0896909043627,19.2,63.5,27,28.5,25.4,150,21,17.2,13.12,6
1,46,2,155.8,48.8,20.1041129389741,32.7,69.5,26,20.4,18.8,141,15,8.2,13.36,6
1,46,2,159.2,53.6,21.1484558470746,30,76.5,11,15.7,14.9,130,13,3.7,16.58,6
1,46,2,160.1,54.56,21.2858843297892,28.4,77.2,26,20,17.6,136,15,9,13.94,6
1,46,2,160.3,52,20.2365418240674,26.8,73.8,21,26.5,23.3,155,18,9.8,16,6
1,46,2,161,58.4,22.5299949847614,26.3,77,24,27.1,24.7,153,27,4,12.87,6
1,46,2,163.6,63.8,23.8371363155409,26,82.6,40,33.9,31.4,180,21,13.7,11.58,6
1,47,1,159.3,58.6,23.0922401009753,17.1,76.2,51,32.8,31.8,220,41,23.1,10.32,6
1,47,1,163.5,66.74,24.9660990002712,31.5,85,31,34.1,31.5,170,31,11.9,12.37,6
1,47,1,164.7,58.7,21.6,19.8,69.6,30,30.7,32.9,165,36,-1.6,12.5,6
1,47,1,164.7,58.7,21.6396834191732,21.6,85.1550955414013,30,32.9,30.7,165,36,-1.6,12.5,6
1,47,1,165.6,62.6,22.8272538448972,17.2,79.8,52,40.4,39.1,185,61,9,11.22,6
1,47,1,166.5,74.4,26.8,24,85.5,42,47.3,47.6,211,32,-4.8,10,6
1,47,1,166.9,60.4,21.6832444164748,14.9,78.4,45,41.5,35.1,198,42,21.8,12.1,6
1,47,1,167.6,66.86,23.8,20.4,82.2,34,44.4,43.1,213,41,15.1,10.94,6
1,47,1,167.6,66.86,23.8022681575065,20.4,82.2,34,44.4,40.1,202,41,13.3,11.28,6
1,47,1,175.2,68.3,22.2511519776485,24.1,82,0,34,37.2,177,22,5.5,14.63,6
1,47,1,177.4,79.5,25.3,23.2,91.2,39,48.3,39.2,210,15,10,11.4,6
1,47,1,180.7,77.68,23.8,22,86.7,37,46.1,46.4,205,67,12.4,11.78,6
1,47,1,183,88.3,26.3668667323599,22.2,95.2,47,59,53.9,172.8,32,4.9,12.3,6
1,47,2,154.3,51.62,21.6813414038437,27,69,25,22.2,22.4,155,24,4.9,14.09,6
1,47,2,154.8,57.9,24.2,36.3,82.5,21,30.9,26.9,101,8,25.5,18.8,6
1,47,2,156,50.7,20.8,35.6,75.8,18,15.2,15,126,18,0.8,15.16,6
1,47,2,157.1,50.48,20.4534689658721,31.6,78.5,25,21.3,19.6,167,22,18.2,15.62,6
1,47,2,158.4,53.64,21.3785583103765,28.1,73.1,5,17,17.6,132,14,16.9,14.66,6
1,47,2,159,57.5,22.7,26.9,74.7,32,29,21.7,161,27,26.5,13.5,6
1,47,2,159.8,46.36,18.1547334668962,26.1,66.7,15,23.4,18.9,134,31,15.3,13.43,6
1,47,2,159.9,53.6,21,22.3,76.3,41,30,30.5,161,31,30.2,12.4,6
1,47,2,161.8,61.4,23.4536984266923,28.3,78,22,27.9,26.6,143,32,20.9,14.87,6
1,47,2,162,54.8,20.9,24.6,75,27,29.5,27.7,182,12,27.7,13.13,6
1,47,2,162.3,45.48,17.2656692212113,19.15,67,33,21.4,20.4,165,30,22.6,12.86,6
1,48,1,165.3,65,23.7885323902827,21.5,85.0176751592357,45,36.2,33.7,205,45,11,12,6
1,48,1,165.3,65,23.8,21.5,72.5,45,36.2,33.7,205,45,11,12,6
1,48,1,166,77.7,28.1971258528088,30.2,102,23,27.5,25.2,177,19,-8.7,16.98,6
1,48,1,166.1,69.64,25.2,26.4,91.2,33,33.7,29.3,151,24,-10.6,13.33,6
1,48,1,167,76.8,27.5377388934705,26.2,85.9,44,37.9,45.6,200,40,16.4,11.18,6
1,48,1,171.4,81.4,27.7078462902121,21.8,89.7,42,40,36,204,36,5.8,11.9,6
1,48,1,171.5,71.8,24.4115972086461,20.4,82.8,45,45.4,36.9,213,31,15.8,10.49,6
1,48,1,171.5,71.84,24.4251969842498,21,85.2,47,48.8,45.5,216,36,14.2,9.87,6
1,48,1,172.4,76,25.5704911149272,25.9,93.2,40,41.7,39.5,205,38,10.2,12.07,6
1,48,1,178.9,98.08,30.6,29.7,102.9,18,36.1,35.3,186,16,9.9,13.57,6
1,48,1,181.2,76.92,23.4,24.7,92.8,24,50.4,40.5,178,54,3.1,14.62,6
1,48,1,182.9,82.4,24.6320070811042,20.8,87.5,45,52.8,46.7,203.7,42,17,11.8,6
1,48,2,153.5,59.8,25.379579624187,36,82.4,1,24.2,22.9,134,16,23.6,15.89,6
1,48,2,155.7,51.32,21.169442577887,24.7,71,33,23.2,17.2,117,20,20.8,12.7,6
1,48,2,156.1,50.1,20.56041705226,29,68.8,10,21.4,24.7,120,12,18,14.65,6
1,48,2,156.9,59.1,24.0072045986593,38.7,78.5,2,21.7,20,138,10,5,16.6,6
1,48,2,159.1,68.72,27.1483094923084,38.5,98.2,0,12.2,14.9,114,12,-4.7,15.41,6
1,48,2,159.6,47.4,18.6,26.5,69.2,29,19,22.1,141,30,22.4,13.37,6
1,48,2,160.1,56.82,22.1675943478486,38.3,83.7,15,19.8,17.8,144,17,10.3,14.32,6
1,48,2,162,61.1,23.2815119646395,29.5,79.7,32,28.3,24.6,169,29,19.7,13.17,6
1,48,2,162,65.82,25.0800182898948,36.5,86.5,10,24.5,24.1,117,15,10,14.73,6
1,49,1,165.5,69.9,25.5200299376603,23.5,87.8,37,48.4,43.6,181,24,14.4,12,6
1,49,1,165.5,75.08,27.4,32.8,90.5,41,40.1,35,182,48,10.3,11.32,6
1,49,1,169.4,97.2,33.8718917660637,39.4,106.4,30,42.1,39.5,127.8,17,-7.5,13.9,6
1,49,1,169.7,71.8,24.9322090458082,20.9,86.6,25,33.5,31.8,180,33,11.7,13.71,6
1,49,2,153.7,57,24.1,31.4,82,22,24.6,25.7,155,16,16.4,13.4,6
1,49,2,153.7,65.9,27.8957267048459,38.5,87.5,25,25.4,21,122,12,12.9,14.82,6
1,49,2,154.7,56.1,23.4413291943997,38.5,78.5,2,19.7,15.2,124,11,14.9,15.25,6
1,49,2,155.1,67.8,28.1842250647551,43.8,94,8,22.2,21.6,127,11,16.8,16.95,6
1,49,2,155.4,55.32,22.9076290852353,38.3,80,17,20.6,20.3,122,10,17.7,14.79,6
1,49,2,155.5,77.8,32.1750188687048,38.1,88.6,7,22.7,17.9,143,13,5.2,13.91,6
1,49,2,156.5,66.3,27.0697873817228,36.8,84.9,29,24.1,21.2,150.1,16,-10.3,13.5,6
1,49,2,158.4,50.82,20.2546296296296,15.4,68,33,25.7,27.3,148,32,23.3,12.84,6
1,49,2,159,53.7,21.2412483683399,28.8,78.7,10,28.7,27.7,132,16,25.3,16.6,6
1,50,1,156.9,66.98,27.2081652118138,34.5,92,20,22.3,19.3,163,21,11.8,12.29,7
1,50,1,169.2,71.62,25.016906147131,25.3,88.3,21,34.8,33.1,157,22,-10.7,14.46,7
1,50,1,170.2,70.1,24.1990828513079,21.1,85.5,37,40.1,39.2,169,35,2.3,13.9,7
1,50,1,170.4,52.4,18.046463444202,14.7,79,28,35.5,35.1,194,24,8.4,11.66,7
1,50,1,171,63.4,21.681885024452,19.6,82.3,41,43.3,40.7,220,36,-2,11.34,7
1,50,1,171.1,67.8,23.1595264389222,15.3,76.4,48,43,37,192,41,0.1,11.4,7
1,50,1,171.5,89.1,30.2935001572474,24.9,98,35,42,43.9,169,17,10,14.3,7
1,50,1,172.6,70.6,23.6986233315296,18.8,85.3,52,47.7,49.7,185,26,23.5,12.85,7
1,50,1,181.3,72.2,21.965525077967,15.2,84.5,35,46.2,41.4,228,31,-5,11.3,7
1,50,2,153.4,61.2,26.0076255037915,38.1,79.5,0,27.7,26.7,114,8,3.3,16.23,7
1,50,2,155,56.3,23.4339229968782,29.3,73,10,23.8,23,120,18,20,15.05,7
1,50,2,156.1,50.2,20.6014558088513,23.4,71,20,27.5,24.6,149,18,13.6,13.22,7
1,50,2,156.1,50.62,20.7738185865349,23.2,71.5,22,26.5,21.7,140,25,14,12.4,7
